,Country Name,variable,value
5,Albania,1960,
6,Andorra,1960,
14,Austria,1960,935.4604269
17,Belgium,1960,1273.691659
21,Bulgaria,1960,
24,Bosnia and Herzegovina,1960,
25,Belarus,1960,
37,Switzerland,1960,1787.360348
54,Czech Republic,1960,
55,Germany,1960,
58,Denmark,1960,
70,Spain,1960,396.3922533
71,Estonia,1960,
75,Finland,1960,1179.353011
77,France,1960,1334.689512
81,United Kingdom,1960,1397.594803
89,Greece,1960,520.3227443
99,Croatia,1960,
101,Hungary,1960,
111,Ireland,1960,685.6147124
114,Iceland,1960,1414.982269
116,Italy,1960,804.4926233
137,Liechtenstein,1960,
143,Lithuania,1960,
144,Luxembourg,1960,2242.015817
145,Latvia,1960,
149,Monaco,1960,
150,Moldova,1960,
157,North Macedonia,1960,
159,Malta,1960,
162,Montenegro,1960,
176,Netherlands,1960,1068.784587
177,Norway,1960,1441.75566
190,Poland,1960,
194,Portugal,1960,360.4992985
201,Romania,1960,
212,San Marino,1960,
214,Serbia,1960,
222,Slovenia,1960,
223,Sweden,1960,2114.002973
248,Ukraine,1960,
271,Albania,1961,
272,Andorra,1961,
280,Austria,1961,1031.815004
283,Belgium,1961,1350.197673
287,Bulgaria,1961,
290,Bosnia and Herzegovina,1961,
291,Belarus,1961,
303,Switzerland,1961,1971.316323
320,Czech Republic,1961,
321,Germany,1961,
324,Denmark,1961,
336,Spain,1961,450.0532892
337,Estonia,1961,
341,Finland,1961,1327.427224
343,France,1961,1428.046001
347,United Kingdom,1961,1472.385714
355,Greece,1961,590.7800548
365,Croatia,1961,
367,Hungary,1961,
377,Ireland,1961,739.2764064
380,Iceland,1961,1418.12587
382,Italy,1961,887.3367446
403,Liechtenstein,1961,
409,Lithuania,1961,
410,Luxembourg,1961,2222.366366
411,Latvia,1961,
415,Monaco,1961,
416,Moldova,1961,
423,North Macedonia,1961,
425,Malta,1961,
428,Montenegro,1961,
442,Netherlands,1961,1159.392357
443,Norway,1961,1560.324931
456,Poland,1961,
460,Portugal,1961,382.729947
467,Romania,1961,
478,San Marino,1961,
480,Serbia,1961,
488,Slovenia,1961,
489,Sweden,1961,2288.921701
514,Ukraine,1961,
537,Albania,1962,
538,Andorra,1962,
546,Austria,1962,1087.834243
549,Belgium,1962,1438.523233
553,Bulgaria,1962,
556,Bosnia and Herzegovina,1962,
557,Belarus,1962,
569,Switzerland,1962,2131.391652
586,Czech Republic,1962,
587,Germany,1962,
590,Denmark,1962,
602,Spain,1962,520.2061314
603,Estonia,1962,
607,Finland,1962,1411.702398
609,France,1962,1578.284538
613,United Kingdom,1962,1525.775853
621,Greece,1962,617.0577577
631,Croatia,1962,
633,Hungary,1962,
643,Ireland,1962,797.0062884
646,Iceland,1962,1562.23073
648,Italy,1962,990.2601522
669,Liechtenstein,1962,
675,Lithuania,1962,
676,Luxembourg,1962,2311.798849
677,Latvia,1962,
681,Monaco,1962,
682,Moldova,1962,
689,North Macedonia,1962,
691,Malta,1962,
694,Montenegro,1962,
708,Netherlands,1962,1240.677894
709,Norway,1962,1667.24743
722,Poland,1962,
726,Portugal,1962,407.8528436
733,Romania,1962,
744,San Marino,1962,
746,Serbia,1962,
754,Slovenia,1962,
755,Sweden,1962,2468.694589
780,Ukraine,1962,
803,Albania,1963,
804,Andorra,1963,
812,Austria,1963,1167.000532
815,Belgium,1963,1535.023729
819,Bulgaria,1963,
822,Bosnia and Herzegovina,1963,
823,Belarus,1963,
835,Switzerland,1963,2294.182847
852,Czech Republic,1963,
853,Germany,1963,
856,Denmark,1963,
868,Spain,1963,609.4873841
869,Estonia,1963,
873,Finland,1963,1522.319242
875,France,1963,1744.640123
879,United Kingdom,1963,1613.456884
887,Greece,1963,695.2286244
897,Croatia,1963,
899,Hungary,1963,
909,Ireland,1963,852.1353017
912,Iceland,1963,1831.705656
914,Italy,1963,1126.019337
935,Liechtenstein,1963,
941,Lithuania,1963,
942,Luxembourg,1963,2441.038555
943,Latvia,1963,
947,Monaco,1963,
948,Moldova,1963,
955,North Macedonia,1963,
957,Malta,1963,
960,Montenegro,1963,
974,Netherlands,1963,1328.036649
975,Norway,1963,1775.582655
988,Poland,1963,
992,Portugal,1963,432.5117296
999,Romania,1963,
1010,San Marino,1963,
1012,Serbia,1963,
1020,Slovenia,1963,
1021,Sweden,1963,2657.022505
1046,Ukraine,1963,
1069,Albania,1964,
1070,Andorra,1964,
1078,Austria,1964,1269.412583
1081,Belgium,1964,1701.846276
1085,Bulgaria,1964,
1088,Bosnia and Herzegovina,1964,
1089,Belarus,1964,
1101,Switzerland,1964,2501.29319
1118,Czech Republic,1964,
1119,Germany,1964,
1122,Denmark,1964,
1134,Spain,1964,675.2416391
1135,Estonia,1964,
1139,Finland,1964,1707.503938
1141,France,1964,1909.54162
1145,United Kingdom,1964,1748.288118
1153,Greece,1964,783.705881
1163,Croatia,1964,
1165,Hungary,1964,
1175,Ireland,1964,965.1354227
1178,Iceland,1964,2297.920643
1180,Italy,1964,1222.54454
1201,Liechtenstein,1964,
1207,Lithuania,1964,
1208,Luxembourg,1964,2755.633117
1209,Latvia,1964,
1213,Monaco,1964,
1214,Moldova,1964,
1221,North Macedonia,1964,
1223,Malta,1964,
1226,Montenegro,1964,
1240,Netherlands,1964,1541.947365
1241,Norway,1964,1937.884614
1254,Poland,1964,
1258,Portugal,1964,468.7810816
1265,Romania,1964,
1276,San Marino,1964,
1278,Serbia,1964,
1286,Slovenia,1964,
1287,Sweden,1964,2941.048899
1312,Ukraine,1964,
1335,Albania,1965,
1336,Andorra,1965,
1344,Austria,1965,1374.53214
1347,Belgium,1965,1835.594766
1351,Bulgaria,1965,
1354,Bosnia and Herzegovina,1965,
1355,Belarus,1965,
1367,Switzerland,1965,2620.475547
1384,Czech Republic,1965,
1385,Germany,1965,
1388,Denmark,1965,
1400,Spain,1965,774.7616093
1401,Estonia,1965,
1405,Finland,1965,1882.086858
1407,France,1965,2038.163102
1411,United Kingdom,1965,1873.567774
1419,Greece,1965,899.2812389
1429,Croatia,1965,
1431,Hungary,1965,
1441,Ireland,1965,1023.773726
1444,Iceland,1965,2723.52095
1446,Italy,1965,1304.453817
1467,Liechtenstein,1965,
1473,Lithuania,1965,
1474,Luxembourg,1965,2780.092719
1475,Latvia,1965,
1479,Monaco,1965,
1480,Moldova,1965,
1487,North Macedonia,1965,
1489,Malta,1965,
1492,Montenegro,1965,
1506,Netherlands,1965,1708.096356
1507,Norway,1965,2164.468823
1520,Poland,1965,
1524,Portugal,1965,520.9106594
1531,Romania,1965,
1542,San Marino,1965,
1544,Serbia,1965,
1552,Slovenia,1965,
1553,Sweden,1965,3206.09917
1578,Ukraine,1965,
1601,Albania,1966,
1602,Andorra,1966,
1610,Austria,1966,1486.968606
1613,Belgium,1966,1957.62608
1617,Bulgaria,1966,
1620,Bosnia and Herzegovina,1966,
1621,Belarus,1966,
1633,Switzerland,1966,2784.733548
1650,Czech Republic,1966,
1651,Germany,1966,
1654,Denmark,1966,2487.136181
1666,Spain,1966,889.659872
1667,Estonia,1966,
1671,Finland,1966,2010.213456
1673,France,1966,2186.474592
1677,United Kingdom,1966,1986.747159
1685,Greece,1966,997.4304675
1695,Croatia,1966,
1697,Hungary,1966,
1707,Ireland,1966,1074.506506
1710,Iceland,1966,3215.694178
1712,Italy,1966,1402.442354
1733,Liechtenstein,1966,
1739,Lithuania,1966,
1740,Luxembourg,1966,2900.433218
1741,Latvia,1966,
1745,Monaco,1966,
1746,Moldova,1966,
1753,North Macedonia,1966,
1755,Malta,1966,
1758,Montenegro,1966,
1772,Netherlands,1966,1835.801424
1773,Norway,1966,2317.194884
1786,Poland,1966,
1790,Portugal,1966,575.0076807
1797,Romania,1966,
1808,San Marino,1966,
1810,Serbia,1966,
1818,Slovenia,1966,
1819,Sweden,1966,3454.429789
1844,Ukraine,1966,
1867,Albania,1967,
1868,Andorra,1967,
1876,Austria,1967,1569.667183
1879,Belgium,1967,2086.636005
1883,Bulgaria,1967,
1886,Bosnia and Herzegovina,1967,
1887,Belarus,1967,
1899,Switzerland,1967,2960.722586
1916,Czech Republic,1967,
1917,Germany,1967,
1920,Denmark,1967,2700.74629
1932,Spain,1967,968.3067818
1933,Estonia,1967,
1937,Finland,1967,2034.18905
1939,France,1967,2343.104503
1943,United Kingdom,1967,2058.781882
1951,Greece,1967,1068.114556
1961,Croatia,1967,
1963,Hungary,1967,
1973,Ireland,1967,1152.004952
1976,Iceland,1967,3125.649492
1978,Italy,1967,1533.692877
1999,Liechtenstein,1967,
2005,Lithuania,1967,
2006,Luxembourg,1967,2909.660629
2007,Latvia,1967,
2011,Monaco,1967,
2012,Moldova,1967,
2019,North Macedonia,1967,
2021,Malta,1967,
2024,Montenegro,1967,
2038,Netherlands,1967,1991.360686
2039,Norway,1967,2514.043772
2052,Poland,1967,
2056,Portugal,1967,646.8227201
2063,Romania,1967,
2074,San Marino,1967,
2076,Serbia,1967,
2084,Slovenia,1967,
2085,Sweden,1967,3720.926845
2110,Ukraine,1967,
2133,Albania,1968,
2134,Andorra,1968,
2142,Austria,1968,1677.673528
2145,Belgium,1968,2222.361511
2149,Bulgaria,1968,
2152,Bosnia and Herzegovina,1968,
2153,Belarus,1968,
2165,Switzerland,1968,3121.889031
2182,Czech Republic,1968,
2183,Germany,1968,
2186,Denmark,1968,2776.13539
2198,Spain,1968,950.5457406
2199,Estonia,1968,
2203,Finland,1968,1907.077272
2205,France,1968,2536.085114
2209,United Kingdom,1968,1951.758596
2217,Greece,1968,1154.438531
2227,Croatia,1968,
2229,Hungary,1968,
2239,Ireland,1968,1124.516636
2242,Iceland,1968,2354.480027
2244,Italy,1968,1651.939377
2265,Liechtenstein,1968,
2271,Lithuania,1968,
2272,Luxembourg,1968,3175.367369
2273,Latvia,1968,
2277,Monaco,1968,
2278,Moldova,1968,
2285,North Macedonia,1968,
2287,Malta,1968,
2290,Montenegro,1968,
2304,Netherlands,1968,2185.248659
2305,Norway,1968,2662.117492
2318,Poland,1968,
2322,Portugal,1968,719.0804919
2329,Romania,1968,
2340,San Marino,1968,
2342,Serbia,1968,
2350,Slovenia,1968,
2351,Sweden,1968,3926.409001
2376,Ukraine,1968,
2399,Albania,1969,
2400,Andorra,1969,
2408,Austria,1969,1825.386126
2411,Belgium,1969,2458.08182
2415,Bulgaria,1969,
2418,Bosnia and Herzegovina,1969,
2419,Belarus,1969,
2431,Switzerland,1969,3344.783603
2448,Czech Republic,1969,
2449,Germany,1969,
2452,Denmark,1969,3151.133161
2464,Spain,1969,1077.6787
2465,Estonia,1969,
2469,Finland,1969,2178.03525
2471,France,1969,2752.095114
2475,United Kingdom,1969,2100.667869
2483,Greece,1969,1324.058989
2493,Croatia,1969,
2495,Hungary,1969,
2505,Ireland,1969,1291.34992
2508,Iceland,1969,2039.196295
2510,Italy,1969,1813.388126
2531,Liechtenstein,1969,
2537,Lithuania,1969,
2538,Luxembourg,1969,3658.900683
2539,Latvia,1969,
2543,Monaco,1969,
2544,Moldova,1969,
2551,North Macedonia,1969,
2553,Malta,1969,
2556,Montenegro,1969,
2570,Netherlands,1969,2642.956118
2571,Norway,1969,2875.235844
2584,Poland,1969,
2588,Portugal,1969,795.7593714
2595,Romania,1969,
2606,San Marino,1969,
2608,Serbia,1969,
2616,Slovenia,1969,
2617,Sweden,1969,4234.161348
2642,Ukraine,1969,
2665,Albania,1970,
2666,Andorra,1970,3238.690261
2674,Austria,1970,2058.769051
2677,Belgium,1970,2765.890997
2681,Bulgaria,1970,
2684,Bosnia and Herzegovina,1970,
2685,Belarus,1970,
2697,Switzerland,1970,
2714,Czech Republic,1970,
2715,Germany,1970,2761.166833
2718,Denmark,1970,3464.455156
2730,Spain,1970,1212.289326
2731,Estonia,1970,
2735,Finland,1970,2465.644819
2737,France,1970,2857.251682
2741,United Kingdom,1970,2347.544318
2749,Greece,1970,1494.387984
2759,Croatia,1970,
2761,Hungary,1970,
2771,Ireland,1970,1486.514527
2774,Iceland,1970,2576.353444
2776,Italy,1970,2106.863959
2797,Liechtenstein,1970,4236.33302
2803,Lithuania,1970,
2804,Luxembourg,1970,4298.033897
2805,Latvia,1970,
2809,Monaco,1970,12478.13122
2810,Moldova,1970,
2817,North Macedonia,1970,
2819,Malta,1970,828.4216803
2822,Montenegro,1970,
2836,Netherlands,1970,2927.072939
2837,Norway,1970,3306.219476
2850,Poland,1970,
2854,Portugal,1970,934.0821561
2861,Romania,1970,
2872,San Marino,1970,
2874,Serbia,1970,
2882,Slovenia,1970,
2883,Sweden,1970,4736.217154
2908,Ukraine,1970,
2931,Albania,1971,
2932,Andorra,1971,3496.532023
2940,Austria,1971,2380.978458
2943,Belgium,1971,3082.927989
2947,Bulgaria,1971,
2950,Bosnia and Herzegovina,1971,
2951,Belarus,1971,
2963,Switzerland,1971,
2980,Czech Republic,1971,
2981,Germany,1971,3192.133616
2984,Denmark,1971,3845.506089
2996,Spain,1971,1362.165524
2997,Estonia,1971,
3001,Finland,1971,2716.190092
3003,France,1971,3169.036323
3007,United Kingdom,1971,2649.801514
3015,Greece,1971,1652.325956
3025,Croatia,1971,
3027,Hungary,1971,
3037,Ireland,1971,1703.932183
3040,Iceland,1971,3252.099178
3042,Italy,1971,2305.609751
3063,Liechtenstein,1971,4827.126337
3069,Lithuania,1971,
3070,Luxembourg,1971,4435.398008
3071,Latvia,1971,
3075,Monaco,1971,13812.71818
3076,Moldova,1971,
3083,North Macedonia,1971,
3085,Malta,1971,874.0663356
3088,Montenegro,1971,
3102,Netherlands,1971,3378.614797
3103,Norway,1971,3736.348737
3116,Poland,1971,
3120,Portugal,1971,1064.537713
3127,Romania,1971,
3138,San Marino,1971,
3140,Serbia,1971,
3148,Slovenia,1971,
3149,Sweden,1971,5132.711607
3174,Ukraine,1971,
3197,Albania,1972,
3198,Andorra,1972,4218.271599
3206,Austria,1972,2924.048879
3209,Belgium,1972,3831.6319
3213,Bulgaria,1972,
3216,Bosnia and Herzegovina,1972,
3217,Belarus,1972,
3229,Switzerland,1972,
3246,Czech Republic,1972,
3247,Germany,1972,3809.981445
3250,Denmark,1972,4654.298936
3262,Spain,1972,1708.808629
3263,Estonia,1972,
3267,Finland,1972,3177.645701
3269,France,1972,3854.555835
3273,United Kingdom,1972,3030.432514
3281,Greece,1972,1899.675784
3291,Croatia,1972,
3293,Hungary,1972,
3303,Ireland,1972,2080.465147
3306,Iceland,1972,4014.84273
3308,Italy,1972,2671.137314
3329,Liechtenstein,1972,5637.919093
3335,Lithuania,1972,
3336,Luxembourg,1972,5486.720628
3337,Latvia,1972,
3341,Monaco,1972,16735.01323
3342,Moldova,1972,
3349,North Macedonia,1972,
3351,Malta,1972,975.7588009
3354,Montenegro,1972,
3368,Netherlands,1972,4104.45103
3369,Norway,1972,4413.575692
3382,Poland,1972,
3386,Portugal,1972,1302.266268
3393,Romania,1972,
3404,San Marino,1972,
3406,Serbia,1972,
3414,Slovenia,1972,
3415,Sweden,1972,6027.128499
3440,Ukraine,1972,
3463,Albania,1973,
3464,Andorra,1973,5342.16856
3472,Austria,1973,3890.722419
3475,Belgium,1973,4900.962201
3479,Bulgaria,1973,
3482,Bosnia and Herzegovina,1973,
3483,Belarus,1973,
3495,Switzerland,1973,
3512,Czech Republic,1973,
3513,Germany,1973,5046.755103
3516,Denmark,1973,6119.370222
3528,Spain,1973,2247.553377
3529,Estonia,1973,
3533,Finland,1973,4173.173047
3535,France,1973,4969.762978
3539,United Kingdom,1973,3426.276221
3547,Greece,1973,2502.814745
3557,Croatia,1973,
3559,Hungary,1973,
3569,Ireland,1973,2424.269047
3572,Iceland,1973,5437.342525
3574,Italy,1973,3205.25204
3595,Liechtenstein,1973,7355.080307
3601,Lithuania,1973,
3602,Luxembourg,1973,7447.213018
3603,Latvia,1973,
3607,Monaco,1973,21417.58295
3608,Moldova,1973,
3615,North Macedonia,1973,
3617,Malta,1973,1143.620203
3620,Montenegro,1973,
3634,Netherlands,1973,5345.575444
3635,Norway,1973,5689.588807
3648,Poland,1973,
3652,Portugal,1973,1747.989041
3659,Romania,1973,
3670,San Marino,1973,
3672,Serbia,1973,
3680,Slovenia,1973,
3681,Sweden,1973,7301.215426
3706,Ukraine,1973,
3729,Albania,1974,
3730,Andorra,1974,6320.809632
3738,Austria,1974,4630.757197
3741,Belgium,1974,5733.798139
3745,Bulgaria,1974,
3748,Bosnia and Herzegovina,1974,
3749,Belarus,1974,
3761,Switzerland,1974,
3778,Czech Republic,1974,
3779,Germany,1974,5639.077621
3782,Denmark,1974,6770.750027
3794,Spain,1974,2749.924663
3795,Estonia,1974,
3799,Finland,1974,5297.607817
3801,France,1974,5328.241548
3805,United Kingdom,1974,3665.862798
3813,Greece,1974,2828.748559
3823,Croatia,1974,
3825,Hungary,1974,
3835,Ireland,1974,2516.927686
3838,Iceland,1974,7040.554044
3840,Italy,1974,3621.145822
3861,Liechtenstein,1974,8439.578876
3867,Lithuania,1974,
3868,Luxembourg,1974,8966.728959
3869,Latvia,1974,
3873,Monaco,1974,22712.94336
3874,Moldova,1974,
3881,North Macedonia,1974,
3883,Malta,1974,1245.361225
3886,Montenegro,1974,
3900,Netherlands,1974,6440.97842
3901,Norway,1974,6811.527337
3914,Poland,1974,
3918,Portugal,1974,2000.418246
3925,Romania,1974,
3936,San Marino,1974,
3938,Serbia,1974,
3946,Slovenia,1974,
3947,Sweden,1974,8089.914585
3972,Ukraine,1974,
3995,Albania,1975,
3996,Andorra,1975,7169.101006
4004,Austria,1975,5285.620724
4007,Belgium,1975,6701.377361
4011,Bulgaria,1975,
4014,Bosnia and Herzegovina,1975,
4015,Belarus,1975,
4027,Switzerland,1975,
4044,Czech Republic,1975,
4045,Germany,1975,6236.358881
4048,Denmark,1975,7999.112667
4060,Spain,1975,3209.837445
4061,Estonia,1975,
4065,Finland,1975,6255.544641
4067,France,1975,6690.57827
4071,United Kingdom,1975,4299.745618
4079,Greece,1975,3153.235776
4089,Croatia,1975,
4091,Hungary,1975,
4101,Ireland,1975,2973.400123
4104,Iceland,1975,6454.177152
4106,Italy,1975,4106.993868
4127,Liechtenstein,1975,10513.20529
4133,Lithuania,1975,
4134,Luxembourg,1975,8701.304731
4135,Latvia,1975,
4139,Monaco,1975,28247.54967
4140,Moldova,1975,
4147,North Macedonia,1975,
4149,Malta,1975,1560.112154
4152,Montenegro,1975,
4166,Netherlands,1975,7335.508997
4167,Norway,1975,8204.451512
4180,Poland,1975,
4184,Portugal,1975,2127.637507
4191,Romania,1975,
4202,San Marino,1975,
4204,Serbia,1975,
4212,Slovenia,1975,
4213,Sweden,1975,10117.30668
4238,Ukraine,1975,
4261,Albania,1976,
4262,Andorra,1976,7151.249909
4270,Austria,1976,5678.386658
4273,Belgium,1976,7243.047341
4277,Bulgaria,1976,
4280,Bosnia and Herzegovina,1976,
4281,Belarus,1976,
4293,Switzerland,1976,
4310,Czech Republic,1976,
4311,Germany,1976,6634.856899
4314,Denmark,1976,8787.589722
4326,Spain,1976,3279.312671
4327,Estonia,1976,
4331,Finland,1976,6739.690713
4333,France,1976,6866.816892
4337,United Kingdom,1976,4138.167788
4345,Greece,1976,3390.544976
4355,Croatia,1976,
4357,Hungary,1976,
4367,Ireland,1976,2919.583087
4370,Iceland,1976,7583.275298
4372,Italy,1976,4033.099354
4393,Liechtenstein,1976,11385.6967
4399,Lithuania,1976,
4400,Luxembourg,1976,9490.690312
4401,Latvia,1976,
4405,Monaco,1976,28810.87301
4406,Moldova,1976,
4413,North Macedonia,1976,
4415,Malta,1976,1726.559448
4418,Montenegro,1976,
4432,Netherlands,1976,7925.688062
4433,Norway,1976,8927.201627
4446,Poland,1976,
4450,Portugal,1976,2173.283934
4457,Romania,1976,
4468,San Marino,1976,
4470,Serbia,1976,
4478,Slovenia,1976,
4479,Sweden,1976,10868.27577
4504,Ukraine,1976,
4527,Albania,1977,
4528,Andorra,1977,7751.843307
4536,Austria,1977,6810.627685
4539,Belgium,1977,8426.946959
4543,Bulgaria,1977,
4546,Bosnia and Herzegovina,1977,
4547,Belarus,1977,
4559,Switzerland,1977,
4576,Czech Republic,1977,
4577,Germany,1977,7682.953775
4580,Denmark,1977,9783.852022
4592,Spain,1977,3627.590663
4593,Estonia,1977,
4597,Finland,1977,7069.105738
4599,France,1977,7532.52696
4603,United Kingdom,1977,4681.439932
4611,Greece,1977,3886.374451
4621,Croatia,1977,
4623,Hungary,1977,
4633,Ireland,1977,3427.073436
4636,Iceland,1977,9957.254434
4638,Italy,1977,4603.599701
4659,Liechtenstein,1977,12412.42797
4665,Lithuania,1977,
4666,Luxembourg,1977,10486.33579
4667,Latvia,1977,
4671,Monaco,1977,31430.43382
4672,Moldova,1977,
4679,North Macedonia,1977,
4681,Malta,1977,2037.897337
4684,Montenegro,1977,
4698,Netherlands,1977,9166.808195
4699,Norway,1977,10266.12067
4712,Poland,1977,
4716,Portugal,1977,2267.371003
4723,Romania,1977,
4734,San Marino,1977,
4736,Serbia,1977,
4744,Slovenia,1977,
4745,Sweden,1977,11448.61939
4770,Ukraine,1977,
4793,Albania,1978,
4794,Andorra,1978,9127.81228
4802,Austria,1978,8205.468977
4805,Belgium,1978,10289.76842
4809,Bulgaria,1978,
4812,Bosnia and Herzegovina,1978,
4813,Belarus,1978,
4825,Switzerland,1978,
4842,Czech Republic,1978,
4843,Germany,1978,9482.04285
4846,Denmark,1978,11826.01861
4858,Spain,1978,4356.43922
4859,Estonia,1978,
4863,Finland,1978,7628.815714
4865,France,1978,9264.775293
4869,United Kingdom,1978,5976.938169
4877,Greece,1978,4694.633782
4887,Croatia,1978,
4889,Hungary,1978,
4899,Ireland,1978,4399.986805
4902,Iceland,1978,11236.73574
4904,Italy,1978,5610.498099
4925,Liechtenstein,1978,17499.12595
4931,Lithuania,1978,
4932,Luxembourg,1978,13034.38821
4933,Latvia,1978,
4937,Monaco,1978,38349.39576
4938,Moldova,1978,
4945,North Macedonia,1978,
4947,Malta,1978,2558.740255
4950,Montenegro,1978,
4964,Netherlands,1978,11179.38956
4965,Norway,1978,11462.64159
4978,Poland,1978,
4982,Portugal,1978,2457.313216
4989,Romania,1978,
5000,San Marino,1978,
5002,Serbia,1978,
5010,Slovenia,1978,
5011,Sweden,1978,12620.51861
5036,Ukraine,1978,
5059,Albania,1979,
5060,Andorra,1979,11818.47334
5068,Austria,1979,9793.765348
5071,Belgium,1979,11810.61588
5075,Bulgaria,1979,
5078,Bosnia and Herzegovina,1979,
5079,Belarus,1979,
5091,Switzerland,1979,
5108,Czech Republic,1979,
5109,Germany,1979,11281.02332
5112,Denmark,1979,13751.99895
5124,Spain,1979,5770.214614
5125,Estonia,1979,
5129,Finland,1979,9332.245264
5131,France,1979,11179.6329
5135,United Kingdom,1979,7804.762081
5143,Greece,1979,5705.949371
5153,Croatia,1979,
5155,Hungary,1979,
5165,Ireland,1979,5429.962001
5168,Iceland,1979,12640.64081
5170,Italy,1979,6990.285807
5191,Liechtenstein,1979,19761.24848
5197,Lithuania,1979,
5198,Luxembourg,1979,15204.33082
5199,Latvia,1979,
5203,Monaco,1979,45845.10983
5204,Moldova,1979,
5211,North Macedonia,1979,
5213,Malta,1979,3195.552586
5216,Montenegro,1979,
5230,Netherlands,1979,12798.54325
5231,Norway,1979,13046.53722
5244,Poland,1979,
5248,Portugal,1979,2755.624618
5255,Romania,1979,
5266,San Marino,1979,
5268,Serbia,1979,
5276,Slovenia,1979,
5277,Sweden,1979,14877.16429
5302,Ukraine,1979,
5325,Albania,1980,
5326,Andorra,1980,12378.78451
5334,Austria,1980,10869.54649
5337,Belgium,1980,12864.00257
5341,Bulgaria,1980,2238.802958
5344,Bosnia and Herzegovina,1980,
5345,Belarus,1980,
5357,Switzerland,1980,19410.18935
5374,Czech Republic,1980,
5375,Germany,1980,12138.3081
5378,Denmark,1980,13883.88714
5390,Spain,1980,6208.578019
5391,Estonia,1980,
5395,Finland,1980,11223.93756
5397,France,1980,12713.36517
5401,United Kingdom,1980,10032.06208
5409,Greece,1980,5893.661893
5419,Croatia,1980,
5421,Hungary,1980,
5431,Ireland,1980,6372.437775
5434,Iceland,1980,14821.81509
5436,Italy,1980,8456.918974
5457,Liechtenstein,1980,20660.0176
5463,Lithuania,1980,
5464,Luxembourg,1980,16531.1149
5465,Latvia,1980,
5469,Monaco,1980,51515.06413
5470,Moldova,1980,
5477,North Macedonia,1980,
5479,Malta,1980,3948.403126
5482,Montenegro,1980,
5496,Netherlands,1980,13791.86226
5497,Norway,1980,15772.24091
5510,Poland,1980,
5514,Portugal,1980,3368.366669
5521,Romania,1980,
5532,San Marino,1980,
5534,Serbia,1980,
5542,Slovenia,1980,
5543,Sweden,1980,17097.83265
5568,Ukraine,1980,
5591,Albania,1981,
5592,Andorra,1981,10372.78605
5600,Austria,1981,9385.249064
5603,Belgium,1981,10622.80248
5607,Bulgaria,1981,2234.814816
5610,Bosnia and Herzegovina,1981,
5611,Belarus,1981,
5623,Switzerland,1981,17679.86887
5640,Czech Republic,1981,
5641,Germany,1981,10209.07312
5644,Denmark,1981,12081.80105
5656,Spain,1981,5371.166436
5657,Estonia,1981,
5661,Finland,1981,10926.81797
5663,France,1981,11104.98134
5667,United Kingdom,1981,9599.306222
5675,Greece,1981,5380.26762
5685,Croatia,1981,
5687,Hungary,1981,
5697,Ireland,1981,5986.154109
5700,Iceland,1981,15137.25384
5702,Italy,1981,7622.833328
5723,Liechtenstein,1981,19507.36553
5729,Lithuania,1981,
5730,Luxembourg,1981,13837.12998
5731,Latvia,1981,
5735,Monaco,1981,44369.56135
5736,Moldova,1981,
5743,North Macedonia,1981,
5745,Malta,1981,3898.243037
5748,Montenegro,1981,
5762,Netherlands,1981,11520.44787
5763,Norway,1981,15512.5067
5776,Poland,1981,
5780,Portugal,1981,3245.975214
5787,Romania,1981,
5798,San Marino,1981,
5800,Serbia,1981,
5808,Slovenia,1981,
5809,Sweden,1981,15586.43008
5834,Ukraine,1981,
5857,Albania,1982,
5858,Andorra,1982,9610.020616
5866,Austria,1982,9410.347257
5869,Belgium,1982,9343.8611
5873,Bulgaria,1982,2169.004011
5876,Bosnia and Herzegovina,1982,
5877,Belarus,1982,
5889,Switzerland,1982,18015.10596
5906,Czech Republic,1982,
5907,Germany,1982,9913.737642
5910,Denmark,1982,11804.43289
5922,Spain,1982,5159.708645
5923,Estonia,1982,
5927,Finland,1982,10938.12206
5929,France,1982,10496.92855
5933,United Kingdom,1982,9146.077357
5941,Greece,1982,5579.234615
5951,Croatia,1982,
5953,Hungary,1982,
5963,Ireland,1982,6160.638293
5966,Iceland,1982,13711.73627
5968,Italy,1982,7556.523437
5989,Liechtenstein,1982,19677.01849
5995,Lithuania,1982,
5996,Luxembourg,1982,12590.9768
5997,Latvia,1982,
6001,Monaco,1982,41371.87681
6002,Moldova,1982,
6009,North Macedonia,1982,
6011,Malta,1982,3788.050632
6014,Montenegro,1982,
6028,Netherlands,1982,11072.65845
6029,Norway,1982,15224.89391
6042,Poland,1982,
6046,Portugal,1982,3079.949566
6053,Romania,1982,
6064,San Marino,1982,
6066,Serbia,1982,
6074,Slovenia,1982,
6075,Sweden,1982,13738.9723
6100,Ukraine,1982,
6123,Albania,1983,
6124,Andorra,1983,8025.207641
6132,Austria,1983,9537.40742
6135,Belgium,1983,8846.234298
6139,Bulgaria,1983,1852.813434
6142,Bosnia and Herzegovina,1983,
6143,Belarus,1983,
6155,Switzerland,1983,17874.25065
6172,Czech Republic,1983,
6173,Germany,1983,9864.34494
6176,Denmark,1983,11857.89214
6188,Spain,1983,4478.500286
6189,Estonia,1983,
6193,Finland,1983,10497.48
6195,France,1983,9993.421182
6199,United Kingdom,1983,8691.518813
6207,Greece,1983,5019.878771
6217,Croatia,1983,
6219,Hungary,1983,
6229,Ireland,1983,5915.241772
