,Country Name,variable,value
15981,Bulgaria,2020,10079.20338
15984,Bosnia and Herzegovina,2020,6082.36673
15985,Belarus,2020,6555.426818
15997,Switzerland,2020,87100.41482
16014,Czech Republic,2020,22933.49959
16015,Germany,2020,46252.6893
16018,Denmark,2020,61063.31643
16030,Spain,2020,27056.42175
16031,Estonia,2020,23054.35849
16035,Finland,2020,49160.83715
16037,France,2020,39037.12263
16041,United Kingdom,2020,41098.07865
16049,Greece,2020,17647.23269
16059,Croatia,2020,14132.48656
16061,Hungary,2020,16075.97327
16071,Ireland,2020,85422.54287
16074,Iceland,2020,59264.03409
16076,Italy,2020,31834.97262
16097,Liechtenstein,2020,
16103,Lithuania,2020,20232.30204
16104,Luxembourg,2020,116356.158
16105,Latvia,2020,17703.95344
16109,Monaco,2020,173688.1894
16110,Moldova,2020,4525.759654
16117,North Macedonia,2020,5846.465899
16119,Malta,2020,28946.46268
16122,Montenegro,2020,7694.633759
16136,Netherlands,2020,52396.03221
16137,Norway,2020,67329.67779
16150,Poland,2020,15742.45373
16154,Portugal,2020,22194.56611
16161,Romania,2020,12956.56625
16172,San Marino,2020,45515.7577
16174,Serbia,2020,7730.691746
16182,Slovenia,2020,25489.50023
16183,Sweden,2020,52300.2062
16208,Ukraine,2020,3751.740723
16231,Albania,2021,6494.385713
16232,Andorra,2021,43047.68627
16240,Austria,2021,53267.93275
16243,Belgium,2021,51767.78857
16247,Bulgaria,2021,11634.97102
16250,Bosnia and Herzegovina,2021,6916.438315
16251,Belarus,2021,7303.696266
16263,Switzerland,2021,93457.4404
16280,Czech Republic,2021,26378.49996
16281,Germany,2021,50801.78671
16284,Denmark,2021,67803.0471
16296,Spain,2021,30115.70589
16297,Estonia,2021,27280.65844
16301,Finland,2021,53982.61427
16303,France,2021,43518.53851
16307,United Kingdom,2021,47334.35531
16315,Greece,2021,20276.54467
16325,Croatia,2021,17398.76598
16327,Hungary,2021,18772.67329
16337,Ireland,2021,99152.10257
16340,Iceland,2021,68383.76534
16342,Italy,2021,35551.28499
16363,Liechtenstein,2021,
16369,Lithuania,2021,23433.39091
16370,Luxembourg,2021,135682.7943
16371,Latvia,2021,20642.16792
16375,Monaco,2021,
16376,Moldova,2021,5314.531461
16383,North Macedonia,2021,6720.896285
16385,Malta,2021,33257.42203
16388,Montenegro,2021,9367.016884
16402,Netherlands,2021,58061.00167
16403,Norway,2021,89202.75054
16416,Poland,2021,17840.92105
16420,Portugal,2021,24262.18094
16427,Romania,2021,14861.90917
16438,San Marino,2021,
16440,Serbia,2021,9214.993546
16448,Slovenia,2021,29200.81988
16449,Sweden,2021,60238.98656
16474,Ukraine,2021,4835.571777
